Fiscal_Year,Budget_Type,Agency_Name,Sub_Agency_Name,DepartmentName,Sub_DepartmentName,Category,Sub_Category,Stimulus_Type,Funding_Source,Vendor_Name,InvoiceID,InvoiceDt,InvoiceAmt,DistributionAmt,CheckID,CheckDt,CheckAmt,CheckVoidDt
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,General Fund,SAFETY SHOE DISTRIBUTORS OF OKI INC,1824284,7/6/2017,700,700,930907,7/31/2017,700,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1829474,8/1/2017,39.04,39.04,932666,8/9/2017,230.22,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825152,7/18/2017,91.53,-91.83,929517,7/24/2017,1274.97,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825152,7/18/2017,91.53,91.53,929517,7/24/2017,1274.97,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825152,7/18/2017,91.53,-0.3,929517,7/24/2017,1274.97,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825152,7/18/2017,91.53,0.3,929517,7/24/2017,1274.97,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1825152,7/18/2017,91.53,91.83,929517,7/24/2017,1274.97,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,ARAMARK UNIFORM & CAREER APPAREL GROUP INC,1826821,7/25/2017,39.04,39.04,931098,8/1/2017,844.18,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,SAFETY SHOE DISTRIBUTORS OF OKI INC,1825686,7/10/2017,400,400,931862,8/4/2017,1279.98,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,SAFETY SHOE DISTRIBUTORS OF OKI INC,1826070,7/10/2017,879.98,879.98,931862,8/4/2017,1279.98,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Clothing/Uniform supplies,,Municipal Aid,SAFETY SHOE DISTRIBUTORS OF OKI INC,1824196,7/7/2017,400,400,931209,8/1/2017,400,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Concrete/Cement,,General Fund,ERNST CONCRETE KENTUCKY LLC,1826917,6/30/2017,728,728,931139,8/1/2017,1295,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Lighting Supplies,,General Fund,ACCUSERV EQUIPMENT & SUPPLY,1821725,7/3/2017,33423.48,3,930504,7/28/2017,33423.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Lighting Supplies,,General Fund,ACCUSERV EQUIPMENT & SUPPLY,1821725,7/3/2017,33423.48,7938.06,930504,7/28/2017,33423.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1829428,6/13/2017,153.36,153.36,932922,8/10/2017,11629.86,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1824710,7/12/2017,-219.98,-219.98,932720,8/9/2017,188.58,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Office Supplies,,Municipal Aid,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821612,7/7/2017,42.5,42.5,927895,7/14/2017,83.2,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Office Supplies,,Municipal Aid,PARKWAY SOUTHERN CO,1823903,7/13/2017,60,60,929364,7/21/2017,60,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Operating Equipment Maintenance Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,22.72,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Operating Equipment Maintenance Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,5.3,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Paint/Hardware Supplies,,General Fund,BARGAIN SUPPLY COMPANY INC,1827592,7/19/2017,16.1,2.51,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Paint/Hardware Supplies,,General Fund,BARGAIN SUPPLY COMPANY INC,1827584,7/25/2017,29.8,4.64,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Paint/Hardware Supplies,,General Fund,LAWSON PRODUCTS INC,1826513,7/18/2017,134.28,134.28,930598,7/28/2017,132.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Printing/Copier/Reproduction Supplies,,General Fund,BUSINESS SOURCES INC,1825205,7/7/2017,564,564,930343,7/27/2017,564,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Printing/Copier/Reproduction Supplies,,General Fund,CDW LLC,1821566,7/10/2017,71.7,71.7,931753,8/4/2017,1754.37,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826934,7/25/2017,266.15,266.15,931439,8/2/2017,2263.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826207,7/24/2017,509.52,248.4,931439,8/2/2017,2263.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826207,7/24/2017,509.52,239.52,931439,8/2/2017,2263.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,MEINERS MEDICAL FIRE & SAFETY,1824886,7/18/2017,179.86,179.86,929924,7/25/2017,179.86,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,METRO BOWLING SERVICES INC,1825456,6/15/2017,1197.8,83.4,930169,7/26/2017,1197.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,METRO BOWLING SERVICES INC,1825456,6/15/2017,1197.8,41.7,930169,7/26/2017,1197.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,METRO BOWLING SERVICES INC,1825456,6/15/2017,1197.8,303.9,930169,7/26/2017,1197.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,METRO BOWLING SERVICES INC,1825456,6/15/2017,1197.8,377.4,930169,7/26/2017,1197.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1825032,7/19/2017,150,150,929975,7/25/2017,363.9,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827341,7/28/2017,64,64,931416,8/2/2017,63.36,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827608,7/28/2017,2419.86,1102.07,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827608,7/28/2017,2419.86,690.49,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827608,7/28/2017,2419.86,153,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827608,7/28/2017,2419.86,14.3,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,General Fund,TOTAL TOOL SUPPLY INC,1827608,7/28/2017,2419.86,460,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824167,7/13/2017,640.92,210,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Safety Supplies,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824167,7/13/2017,640.92,430.92,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Sand/Gravel Materials,,General Fund,HD SUPPLY CONSTRUCTION SUPPLY LTD,1822422,7/7/2017,350.4,207.9,932525,8/8/2017,350.4,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,BARGAIN SUPPLY COMPANY INC,1827592,7/19/2017,16.1,10.45,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,BARGAIN SUPPLY COMPANY INC,1827592,7/19/2017,16.1,3.14,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,BARGAIN SUPPLY COMPANY INC,1827584,7/25/2017,29.8,19.35,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,BARGAIN SUPPLY COMPANY INC,1827584,7/25/2017,29.8,5.81,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,BARGAIN SUPPLY COMPANY INC,1825418,7/10/2017,54.7,54.7,931917,8/4/2017,54.7,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1824870,7/18/2017,67.68,3.58,930451,7/27/2017,239.04,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1824870,7/18/2017,67.68,56.44,930451,7/27/2017,239.04,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,BARGAIN SUPPLY COMPANY INC,1827270,3/31/2017,10.5,10.5,931437,8/2/2017,665.3,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823663,7/13/2017,1402.25,620.36,932103,8/7/2017,1402.25,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823663,7/13/2017,1402.25,781.89,932103,8/7/2017,1402.25,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1826967,7/26/2017,135,59.72,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1826967,7/26/2017,135,75.28,931417,8/2/2017,2529.31,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823840,7/13/2017,214,3.4,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823840,7/13/2017,214,43.27,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823840,7/13/2017,214,158.5,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1823840,7/13/2017,214,8.83,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824341,7/14/2017,191.1,7.89,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824341,7/14/2017,191.1,3.03,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824341,7/14/2017,191.1,38.64,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,Municipal Aid,TOTAL TOOL SUPPLY INC,1824341,7/14/2017,191.1,141.54,929391,7/21/2017,1642.56,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Tools/Implements,,State Funding,LOWES COMPANIES INC,1826311,7/21/2017,39.46,39.46,930601,7/28/2017,4024.32,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Sign Sheeting,,Municipal Aid,NAZ-DAR,1822452,7/11/2017,278.78,278.78,928409,7/18/2017,278.78,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Sign Sheeting,,Municipal Aid,QRS INC,1821422,6/30/2017,100,100,930191,7/26/2017,100,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,BROWNSTOWN ELECTRICAL SUPPLY CO INC,1824574,7/11/2017,2268.75,2268.75,929529,7/24/2017,2268.75,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,BROWNSTOWN ELECTRICAL SUPPLY CO INC,1826635,7/19/2017,73.75,73.75,930531,7/28/2017,73.75,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,638.56,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,12.99,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,2.28,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,43.27,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,53.74,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,97.48,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1828976,7/31/2017,1211.16,362.84,932607,8/8/2017,1186.94,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,3.53,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,83.22,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,561.87,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,988.84,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,67,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,20.11,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1829320,7/31/2017,1875.52,150.95,932759,8/9/2017,1838.01,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,23.72,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,273.67,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,171.76,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,166.23,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821322,7/7/2017,3480,2821.9,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,40.06,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,5.53,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,658.1,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,63.83,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1821317,7/7/2017,811.59,38.77,931245,8/1/2017,4327.93,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1824870,7/18/2017,67.68,7.66,930451,7/27/2017,239.04,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826207,7/24/2017,509.52,21.6,931439,8/2/2017,2263.48,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826503,7/25/2017,1549.45,1594.45,931246,8/1/2017,1631.16,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826503,7/25/2017,1549.45,-1594.45,931246,8/1/2017,1631.16,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,CONSOLIDATED ELECTRICAL DISTRIBUTORS,1826503,7/25/2017,1549.45,1549.45,931246,8/1/2017,1631.16,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,HD SUPPLY CONSTRUCTION SUPPLY LTD,1822422,7/7/2017,350.4,142.5,932525,8/8/2017,350.4,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,MITCHELL HOBBS AND SONS INC,1827935,7/26/2017,1260,1260,931590,8/3/2017,1260,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,SPECIALTY PARTS DISTRIBUTORS,1825978,7/17/2017,306.8,55.8,933089,8/11/2017,306.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,SPECIALTY PARTS DISTRIBUTORS,1825978,7/17/2017,306.8,75,933089,8/11/2017,306.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,SPECIALTY PARTS DISTRIBUTORS,1825978,7/17/2017,306.8,90,933089,8/11/2017,306.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,SPECIALTY PARTS DISTRIBUTORS,1825978,7/17/2017,306.8,86,933089,8/11/2017,306.8,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic Signal and Controller Parts,,General Fund,TRAFFIC CONTROL PRODUCTS INC,1823008,7/6/2017,320,320,930933,7/31/2017,320,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Engineering,Engineering Services,Supplies,Traffic/Street Signs Hardware Supplies,,Municipal Aid,TOTAL TOOL SUPPLY INC,1825190,7/19/2017,474,474,930226,7/26/2017,469.26,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Computer Software Licenses,,General Fund,WIX.COM LTD,1825115,7/13/2017,168,168,931940,8/4/2017,168,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Dues,,General Fund,AMERICAN PUBLIC WORKS ASSN (APWA),1823017,6/12/2017,4680,1000,928550,7/19/2017,4680,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Registration Fees,,General Fund,AMERICAN PUBLIC WORKS ASSN (APWA),1823060,7/11/2017,899,899,928549,7/19/2017,899,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Training & Educational Fees,,General Fund,STERLING LEDET & ASSOCIATES INC,1828717,7/18/2017,1890,945,933137,8/11/2017,1890,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Training & Educational Fees,,General Fund,STERLING LEDET & ASSOCIATES INC,1825157,7/12/2017,1145,572.5,929968,7/25/2017,1145,1/1/1900
2018,Metro Government Operations,Public Works & Assets,Public Works,Finance & Administration,Administrative Services,Contractual Services,Training & Educational Fees,,General Fund,STERLING LEDET & ASSOCIATES INC,1825157,7/12/2017,1145,572.5,929968,7/25/2017,1145,1/1/1900
